Content,Tweet,text,compound,polarity
,"['iyaa', 'dong', 'dana', 'dipake', 'renov', 'rumah', 'kader']",iyaa dong dana dipake renov rumah kader,7,positive
,"['hai', 'pagi']",hai pagi,1,positive
,"['pokok', '4', 'ri1']",pokok 4 ri1,0,neutral
,"['ganjar', 'pranowo', 'pimpin', 'penuh', 'toleransi', 'agama']",ganjar pranowo pimpin penuh toleransi agama,-1,negative
,"['ganjar', 'cocok', 'menteri', 'didik', 'bagus', 'didik']",ganjar cocok menteri didik bagus didik,1,positive
,"['tugas', 'partai', 'prilakunya', 'buruk', 'si', 'jelasjelas', 'tugas', 'partai', 'percaya', 'si', 'kuasa', 'partai']",tugas partai prilakunya buruk si jelasjelas tugas partai percaya si kuasa partai,-2,negative
,"['final', 'terima', 'cawapresnya', 'kiyai', 'sepuh', 'gerak', 'tunggu', 'kabar', 'kiyai', 'langit', 'menang', 'pilpres', '2024', 'suara', 'kiyai', 'sepuh']",final terima cawapresnya kiyai sepuh gerak tunggu kabar kiyai langit menang pilpres 2024 suara kiyai sepuh,-3,negative
,"['naaahini', 'cucokkk', 'buka', 'usah', 'flm', 'bokep']",naaahini cucokkk buka usah flm bokep,-10,negative
,"['ganjar', 'pranowo', 'hadir', 'silahturahmi', 'kumpul', 'gereja', 'kota', 'semarang']",ganjar pranowo hadir silahturahmi kumpul gereja kota semarang,0,neutral
,"['ganjar', 'pranowo', 'sdm', 'mesti', 'genjot', 'pelihara', 'kembang', 'infrastruktur', 'orientasi', 'teknologi', 'ramah', 'lingkung', 'insya', 'allah', 'dapat', 'sahabatganjar', 'ganjarpresiden', 'ganjaruntuksemua']",ganjar pranowo sdm mesti genjot pelihara kembang infrastruktur orientasi teknologi ramah lingkung insya allah dapat sahabatganjar ganjarpresiden ganjaruntuksemua,15,positive
,"['wan', 'ngibul', 'percaya', 'gabung', 'aja', 'penghianat', 'khianat', 'anies', 'baswedan', 'demokrat', 'turun', 'baliho', 'anies', 'ahy', 'malam']",wan ngibul percaya gabung aja penghianat khianat anies baswedan demokrat turun baliho anies ahy malam,-13,negative
,"['calon', 'presiden', 'nih', 'guys', 'ganjarpranowo', 'jokowidodo', 'ganjarpranowo', 'indonesiamaju']",calon presiden nih guys ganjarpranowo jokowidodo ganjarpranowo indonesiamaju,4,positive
,"['bikin', 'smk', 'bangga', 'banget', 'solo', 'smk', 'mobil']",bikin smk bangga banget solo smk mobil,7,positive
,['ubah'],ubah,0,neutral
,['bangettt'],bangettt,0,neutral
,"['ganjar', 'pranowo', 'hasil', 'cipta', 'sama', 'bangun', 'jateng']",ganjar pranowo hasil cipta sama bangun jateng,8,positive
,['keren'],keren,0,neutral
,"['rakernas', 'kadin', 'semarang', 'gubernur', 'jateng', 'menyamapaikan', 'pemprov', 'jateng', 'sdm', 'terampil', 'utk', 'bangun', 'infrastruktur', 'hijau', 'indonesia', 'hadir', 'sekolah', 'vokasi', 'jateng', 'sahabatganjar', 'ganjarpranowo', 'ganjaruntuksemua']",rakernas kadin semarang gubernur jateng menyamapaikan pemprov jateng sdm terampil utk bangun infrastruktur hijau indonesia hadir sekolah vokasi jateng sahabatganjar ganjarpranowo ganjaruntuksemua,6,positive
,"['utk', 'masyarakat', 'kerja', 'pimpinane', 'piye', 'mba', 'kenyataane', 'hasil', 'kerja', 'jg', 'jawa', 'tengah', 'ubah', 'signifikan']",utk masyarakat kerja pimpinane piye mba kenyataane hasil kerja jg jawa tengah ubah signifikan,6,positive
,"['jelang', 'jabat', 'gubernur', 'pamit', 'rapat', 'paripurna', 'akhir', 'gubernur', 'jawa', 'tengah', 'ganjar', 'pranowo', 'sebut', 'smkn', 'jateng', 'terobos', 'tingkat', 'sumber', 'daya', 'manusia', 'rangka', 'entas', 'miskin']",jelang jabat gubernur pamit rapat paripurna akhir gubernur jawa tengah ganjar pranowo sebut smkn jateng terobos tingkat sumber daya manusia rangka entas miskin,4,positive
,"['jargon', 'tuanku', 'rakyat', 'dar', 'katakata', 'realisasi', 'pimpin', 'ganjar', 'pranowo', 'provinsi', 'jawa', 'tengah', 'pimpin', 'ikhlas', 'warga', 'solusi', 'manfaat', 'baik']",jargon tuanku rakyat dar katakata realisasi pimpin ganjar pranowo provinsi jawa tengah pimpin ikhlas warga solusi manfaat baik,15,positive
,"['sdh', 'bukti', '2014201', '9']",sdh bukti 2014201 9,-3,negative
,"['fakta', 'smk', 'jateng', 'diri', 'tahun', '2014', 'ganjar', 'jabat', '2013']",fakta smk jateng diri tahun 2014 ganjar jabat 2013,-5,negative
,"['mantap', 'kenceng', 'dukung', 'juang', 'utk', 'menang', 'ganjar', 'pranowo', 'sbg', 'presiden', '2024202', '9']",mantap kenceng dukung juang utk menang ganjar pranowo sbg presiden 2024202 9,11,positive
,"['naaahini', 'cucokkk', 'pas', 'banget']",naaahini cucokkk pas banget,4,positive
,"['asli', 'keren', 'seharusnx', 'dn', 'selayaknx', 'lanjut', 'estafet', 'bangun']",asli keren seharusnx dn selayaknx lanjut estafet bangun,-1,negative
,"['kaos', 'keren', 'cocok', 'situasi', 'krn', 'culi', 'jahat', 'jahat', 'ulang', 'anak', 'now', 'tau', 'cocok', 'bingit']",kaos keren cocok situasi krn culi jahat jahat ulang anak now tau cocok bingit,-22,negative
,"['smk', 'sekolah', 'hebat', 'smk', 'solo', 'sdh', 'gratis', 'bikin', 'mobil', 'esemka']",smk sekolah hebat smk solo sdh gratis bikin mobil esemka,10,positive
,"['pinter', 'ngaji', 'taubat', 'nonton', 'video', 'porno', 'timbang', 'pilih', 'alumni', 'ugm', 'sbgmn', 'anies', 'pinter', 'ngaji', 'rektor', 'gubernur', 'kota', 'mentrisalam', 'ugm']",pinter ngaji taubat nonton video porno timbang pilih alumni ugm sbgmn anies pinter ngaji rektor gubernur kota mentrisalam ugm,0,neutral
,"['bag', '7', 'makasgt', 'bg', 'indonesia', 'masa', 'ganjar', 'pranowo', 'utk', 'berani', 'beinvestasi', 'besabesaran', 'bidang', 'kembang', 'risetteknologi', 'pendidikankhususnya', 'utk', 'riset', 'amp', 'teknologi', 'olah', 'raga', 'cipta', 'iklim', 'generasi', 'usia', 'sehat', 'amp', 'karakter', 'tarung', 'kuat']",bag 7 makasgt bg indonesia masa ganjar pranowo utk berani beinvestasi besabesaran bidang kembang risetteknologi pendidikankhususnya utk riset amp teknologi olah raga cipta iklim generasi usia sehat amp karakter tarung kuat,1,positive
,"['sekolah', 'gratis', 'jalan', 'mana']",sekolah gratis jalan mana,7,positive
,"['kawal', 'sampe', 'ri1', '2024']",kawal sampe ri1 2024,-1,negative
,"['istri', 'ana', 'kampanye', 'pdi', 'juang', 'ganjar', 'pranowo']",istri ana kampanye pdi juang ganjar pranowo,4,positive
,"['gubernur', 'jateng']",gubernur jateng,0,neutral
,"['ijazah', 'palsu', 'percaya']",ijazah palsu percaya,2,positive
,"['kalo', 'jateng', 'sekolah', 'sana']",kalo jateng sekolah sana,3,positive
,"['kualitas', 'tanggap', 'keluh', 'warga', 'diup', 'ujung', 'tanggung', 'bupati', 'dll']",kualitas tanggap keluh warga diup ujung tanggung bupati dll,2,positive
,"['otak', 'mesum', 'bani', 'cebong', 'otak', 'sggaris', 'wkwkw', 'pantes', 'dukung', 'ganjar', 'isi', 'otak', 'dukung', 'dukung', 'wkwkwkw']",otak mesum bani cebong otak sggaris wkwkw pantes dukung ganjar isi otak dukung dukung wkwkwkw,4,positive
,"['praya', 'for', 'labura', 'mari', 'doa', 'temanteman', 'sana', 'semangat', 'abdi', 'bangun', 'negeri', 'gmckaltim', 'gmcbalikpapan', 'gmcsamarinda', 'gmckukar', 'gmcbontang', 'gmcppu', 'gmckutim']",praya for labura mari doa temanteman sana semangat abdi bangun negeri gmckaltim gmcbalikpapan gmcsamarinda gmckukar gmcbontang gmcppu gmckutim,6,positive
,"['kangkung', 'aja']",kangkung aja,1,positive
,"['halah', 'smp', 'ambil', 'rapot', 'bayar', 'pakai', 'uang', '100alasan', 'infaq', 'tolong', 'smp', '4', 'larang', 'brebes']",halah smp ambil rapot bayar pakai uang 100alasan infaq tolong smp 4 larang brebes,-14,negative
,"['mana', 'mas', 'kampung', 'njenengan']",mana mas kampung njenengan,0,neutral
,"['tolong', 'paham', 'smk', '2', 'diri', 'anak', 'gratis', 'salur', 'magang', 'negeri']",tolong paham smk 2 diri anak gratis salur magang negeri,1,positive
,"['insha', 'allah', 'menang', 'pilpres', '2024', 'nampak', 'maju', 'om', 'maju', 'indonesia', 'raya', 'biaanak', 'sy', 'bangga', 'negara', 'merdeka', 'merdeka', 'merdeka', 'urraaa', 'urraaa', 'urraaa']",insha allah menang pilpres 2024 nampak maju om maju indonesia raya biaanak sy bangga negara merdeka merdeka merdeka urraaa urraaa urraaa,7,positive
,"['rakyat', 'rakyat', 'rakyat', 'ganjarpranowo', 'ganjaruntuksemua']",rakyat rakyat rakyat ganjarpranowo ganjaruntuksemua,0,neutral
,"['naaah', 'suruh', 'jwb', 'emang', 'molegging', 'nuntuut', 'ayaaah']",naaah suruh jwb emang molegging nuntuut ayaaah,-2,negative
,"['tunggu', 'datang', 'batam', 'ganjar', 'panggil', 'sombong']",tunggu datang batam ganjar panggil sombong,-7,negative
,"['percaya', 'arb', 'pepes', 'kosong', 'pek', 'tok', 'tok', 'lemakpendukungnya', 'nu', 'gp', 'mbak', 'yw', 'satu', 'gp', 'demkian', 'om', 'wowojangan', 'berharapa', 'dukung', 'kalang', 'kaum', 'sarung']",percaya arb pepes kosong pek tok tok lemakpendukungnya nu gp mbak yw satu gp demkian om wowojangan berharapa dukung kalang kaum sarung,1,positive
,"['partai', 'tinggal', 'kader', 'muda', 'mumpuni', 'tsmara', 'rian', 'ernest', 'dll', 'bodoh', 'dlm', 'politik']",partai tinggal kader muda mumpuni tsmara rian ernest dll bodoh dlm politik,-5,negative
,"['gubernur', 'bokep', 'gmn', 'cerita', 'nih']",gubernur bokep gmn cerita nih,-7,negative
,"['citra', 'lulus', 'hasil', 'jepang', 'usaha', 'lulus', 'rumah', 'hasil', 'gantung', 'kualitas', 'siswa']",citra lulus hasil jepang usaha lulus rumah hasil gantung kualitas siswa,22,positive
,"['besok', 'gumregahsembir']",besok gumregahsembir,0,neutral
,"['pinter', 'main', 'si', 'prabowo', 'gandeng']",pinter main si prabowo gandeng,4,positive
,"['ngapain', 'panas', 'mobil', 'esemka', 'beneran', 'ribu', 'unit']",ngapain panas mobil esemka beneran ribu unit,1,positive
,"['bismillag', '2024']",bismillag 2024,0,neutral
,"['go', 'ganjar']",go ganjar,2,positive
,['maju'],maju,0,neutral
,"['silaturrahim', 'majelis', 'talim', 'at', 'thariq', 'kabupaten', 'bandung', '3108202', 'ganjar', 'ganjarpranowo', 'ganjar', '2024', 'ganjaruntuksemua', 'kamiganjar', 'tetapganjar', 'ganjarrebound', 'jatenghappyending', 'tetappilihganjar']",silaturrahim majelis talim at thariq kabupaten bandung 3108202 ganjar ganjarpranowo ganjar 2024 ganjaruntuksemua kamiganjar tetapganjar ganjarrebound jatenghappyending tetappilihganjar,3,positive
,"['duh', 'pimpin', 'andal', 'ganjarpranowo', 'ganjaruntuksemua']",duh pimpin andal ganjarpranowo ganjaruntuksemua,0,neutral
,"['kadrun', 'kampret', 'gaakan', 'ngakui', 'aku', 'kerja', 'gp', 'rasa', 'org', 'nonton', 'bisa', 'nyinyirin', 'gp']",kadrun kampret gaakan ngakui aku kerja gp rasa org nonton bisa nyinyirin gp,-6,negative
,"['wadas', 'proyek', 'jateng', 'proyek', 'nasional']",wadas proyek jateng proyek nasional,0,neutral
,"['jelang', 'purna', 'tugas', 'gubernur', 'jateng', 'ganjar', 'pranowo', 'mohon', 'maaf', 'kpd', 'sekutu', 'gereja', 'pentakosta', 'indonesia', 'pgpi', 'puas', 'kerja', '10', 'thn', 'abdi', 'pimpin', 'jateng', 'ganjar', 'pesan', 'pgpi', 'jaga', 'satu', 'indonesia', 'grup', 'barca', 'iphone', '7', 'agustus']",jelang purna tugas gubernur jateng ganjar pranowo mohon maaf kpd sekutu gereja pentakosta indonesia pgpi puas kerja 10 thn abdi pimpin jateng ganjar pesan pgpi jaga satu indonesia grup barca iphone 7 agustus,6,positive
,"['tuh', 'siswa', 'siswa']",tuh siswa siswa,6,positive
,"['kl', 'menang', 'memang', 'cipta', 'stabilitas', 'politik', 'parlemen', 'dgn', '25', 'dgn', 'mulus', 'lanjut', 'tugas', '2', 'jokowimau', 'rangkul', 'kata', '2in', 'tua', 'kaki', 'culik', 'dsbnya', 'bajer', '2', 'gp']",kl menang memang cipta stabilitas politik parlemen dgn 25 dgn mulus lanjut tugas 2 jokowimau rangkul kata 2in tua kaki culik dsbnya bajer 2 gp,-12,negative
,"['presiden', 'jokowi', 'tinjau', 'sekolah', 'gratis', 'prakarsa', 'gubernur', 'jateng', 'presiden', 'puji', 'sekolah', 'khusus', 'anak', '2', 'tdk', 'tsb', 'krn', 'sarana', 'amp', 'prasarana', 'lengkap', 'presiden', 'diri', 'provinsi', 'grup', 'barca', 'tidur', 'iphone', '7', 'agustus']",presiden jokowi tinjau sekolah gratis prakarsa gubernur jateng presiden puji sekolah khusus anak 2 tdk tsb krn sarana amp prasarana lengkap presiden diri provinsi grup barca tidur iphone 7 agustus,17,positive
,"['sanding', 'gn', 'ahy', 'hh', 'bu', 'sp', 'harap', 'pupus', 'bagaiman', 'fatamorgana']",sanding gn ahy hh bu sp harap pupus bagaiman fatamorgana,-4,negative
,"['terima', 'siswa', 'tingkat', 'sma', 'amburadul', 'pakai', 'kartu', 'keluarga', 'palsu', 'biar', 'domisili', 'sekolah', 'biar', 'sibuk', 'urus', 'smk', 'smk', 'biar', 'maksude', 'opo', 'sekolah', 'lhoh', 'tingkat', 'kualitas']",terima siswa tingkat sma amburadul pakai kartu keluarga palsu biar domisili sekolah biar sibuk urus smk smk biar maksude opo sekolah lhoh tingkat kualitas,8,positive
,"['kasihan', 'simpang', 'jalan', 'mo', 'geser', 'dukung', 'bang', 'partai', 'gelora', 'mo', 'dukung', 'bikin', 'kader', 'ninggalin', 'partaiakhirnya', 'tetep', 'tpi', 'ngga', 'dpt', '2']",kasihan simpang jalan mo geser dukung bang partai gelora mo dukung bikin kader ninggalin partaiakhirnya tetep tpi ngga dpt 2,-5,negative
,"['elektabilitas', 'capres', 'moncer', 'fakta', 'bhw', 'masyarakat', 'sosok', 'ganjar', 'rakyat', 'bismillah', 'juang', 'utk', 'utk', 'hasil', 'semangat']",elektabilitas capres moncer fakta bhw masyarakat sosok ganjar rakyat bismillah juang utk utk hasil semangat,9,positive
,"['ulas', 'sederhana', 'tp', '100', 'mantap']",ulas sederhana tp 100 mantap,3,positive
,"['presiden', 'aja', 'kagum', 'gimana', 'rakyat', 'ganjar', 'pranowo', 'dedikasi', 'utama', 'penting', 'bangsa', 'negara', 'bangga', 'amp', 'kagum', 'pada', 'ganjapranowo', 'pilih', 'ambil', 'sikap', 'keliru']",presiden aja kagum gimana rakyat ganjar pranowo dedikasi utama penting bangsa negara bangga amp kagum pada ganjapranowo pilih ambil sikap keliru,0,neutral
,"['moga', 'alloh', 'swt', 'meridhoi', 'pilih', 'presiden', 'amp', 'wakil', 'presiden', 'indonesia', 'periode', '2024203', '4', 'indonesia', 'pimpin', 'muda', 'jujur', 'cerdas', 'aamiin', 'aamiin', 'robbal', 'alamin']",moga alloh swt meridhoi pilih presiden amp wakil presiden indonesia periode 2024203 4 indonesia pimpin muda jujur cerdas aamiin aamiin robbal alamin,10,positive
,"['tetangga', 'seba', 'ribut', 'cawapres', 'nyantai', 'aja', '2024', 'ganjar', 'pranowo']",tetangga seba ribut cawapres nyantai aja 2024 ganjar pranowo,3,positive
,"['rancang', 'kad', 'konsen', 'dgn', 'team', 'sokit', 'pd', 'didik', 'tendang', 'ganti', 'dgn', 'kad', 'team', 'catut', 'tinggal', 'jalan']",rancang kad konsen dgn team sokit pd didik tendang ganti dgn kad team catut tinggal jalan,-6,negative
,"['telat', 'lukl', 'program', 'kejepanggk', 'mesti', 'smksemua', 'jurus', 'program', 'perintah', 'uda', '1993aku', 'salah', 'alumni', 'nih', 'baca', 'biar', 'ga', 'kudet']",telat lukl program kejepanggk mesti smksemua jurus program perintah uda 1993aku salah alumni nih baca biar ga kudet,-12,negative
,"['ganjar', 'pranowo', 'pimpin', 'penuh', 'toleransi', 'presiden', '2024']",ganjar pranowo pimpin penuh toleransi presiden 2024,5,positive
,"['maaf', 'yajgn', 'teriak', 'malu', 'pilih', 'aja', 'tp', 'keluarin', 'capres', 'jadianda', 'kasar', 'jg', 'kasar', 'tolong', 'ajar', 'lg', 'tp', 'kl', 'akhlak', 'gk', 'ajar', 'krn', 'tabiat', 'dr', 'lahir']",maaf yajgn teriak malu pilih aja tp keluarin capres jadianda kasar jg kasar tolong ajar lg tp kl akhlak gk ajar krn tabiat dr lahir,-2,negative
,"['toleransi', 'ganjar', 'pranowo', 'gambar', 'kebhinekaan']",toleransi ganjar pranowo gambar kebhinekaan,1,positive
,"['rakyat', 'ganjar', 'pranowo']",rakyat ganjar pranowo,2,positive
,"['ganjar', 'pranowo', 'jabat', 'mandat', 'rakyat']",ganjar pranowo jabat mandat rakyat,-1,negative
,"['ganjar', 'pranowo', 'dukung', 'rakyat']",ganjar pranowo dukung rakyat,6,positive
,"['kwkwkwk', 'naik', 'elaktabilitas', 'kabar', 'mobil', 'smk']",kwkwkwk naik elaktabilitas kabar mobil smk,1,positive
,"['ganjar', 'pranowo', 'pimpin', 'idam', 'rakyat', 'indonesia', 'ganjarpranowo', 'ganjarcapres', 'ganjarpresiden', 'ganjarmenangtotal', 'ganjarpilihanrakyat', 'presiden', '2024', 'ganjarpresiden', '2024', 'pilpres', '2024', 'milu', '2024', 'lapakganjar']",ganjar pranowo pimpin idam rakyat indonesia ganjarpranowo ganjarcapres ganjarpresiden ganjarmenangtotal ganjarpilihanrakyat presiden 2024 ganjarpresiden 2024 pilpres 2024 milu 2024 lapakganjar,6,positive
,"['ganjar', 'pranowo', 'rakyat', 'gentar', 'lawan', 'oligarki', 'pro', 'asing']",ganjar pranowo rakyat gentar lawan oligarki pro asing,-4,negative
,"['ganjar', 'pranowo', 'hadir', 'silaturahmi', 'kumpul', 'gereja', 'kota', 'semarang', 'ganjarpranowo', 'ganjarcapres', 'ganjarpresiden', 'ganjarmenangtotal', 'ganjarpilihanrakyat', 'presiden', '2024', 'ganjarpresiden', '2024', 'pilpres', '2024', 'milu', '2024', 'lapakganjar']",ganjar pranowo hadir silaturahmi kumpul gereja kota semarang ganjarpranowo ganjarcapres ganjarpresiden ganjarmenangtotal ganjarpilihanrakyat presiden 2024 ganjarpresiden 2024 pilpres 2024 milu 2024 lapakganjar,3,positive
,"['ganjar', 'pranowo', 'pimpin', 'junjung', 'tinggi', 'nilai', 'kebhinnekaan', 'ganjarpranowo', 'ganjarcapres', 'ganjarpresiden', 'ganjarmenangtotal', 'ganjarpilihanrakyat', 'presiden', '2024', 'ganjarpresiden', '2024', 'pilpres', '2024', 'milu', '2024', 'lapakganjar']",ganjar pranowo pimpin junjung tinggi nilai kebhinnekaan ganjarpranowo ganjarcapres ganjarpresiden ganjarmenangtotal ganjarpilihanrakyat presiden 2024 ganjarpresiden 2024 pilpres 2024 milu 2024 lapakganjar,9,positive
,"['rekam', 'jejak', 'prestasi', 'amp', 'visi', 'misi', 'berani', 'terima', 'tantang', 'debat', 'bem', 'ui']",rekam jejak prestasi amp visi misi berani terima tantang debat bem ui,2,positive
,"['ga', 'phm', 'milu', 'mana', 'milu', 'partai', 'tong', 'aju', 'dr', 'caleg', 'dprddpr', 'presiden', 'jago', 'dr', '2', 'partai']",ga phm milu mana milu partai tong aju dr caleg dprddpr presiden jago dr 2 partai,3,positive
,"['denpasang', 'foto', 'jenegan', 'kaos', 'tim', 'mu', 'keren']",denpasang foto jenegan kaos tim mu keren,-5,negative
,"['jakarta', 'dr', 'tau', 'sekolah', 'gratis', 'wkkwk']",jakarta dr tau sekolah gratis wkkwk,3,positive
,"['ksh', 'tau', 'prestasi', 'ganjar', 'tp', 'dgn', 'syarat', 'ksh', 'tau', 'abudapalagi', 'panas', 'jgjadi', 'pilih', 'org', 'rekam', 'jejak', 'kerenjujur', 'nyali', 'kayak', 'jagoin', 'yacm', 'bs', 'ngebacot', 'doang', 'tu', 'bikin', 'malu']",ksh tau prestasi ganjar tp dgn syarat ksh tau abudapalagi panas jgjadi pilih org rekam jejak kerenjujur nyali kayak jagoin yacm bs ngebacot doang tu bikin malu,-12,negative
,"['dr', 'pdip', 'demokrat', 'tdk', 'akur', 'kl', 'sambut', 'rakyat', 'capres', 'anies', 'sambut', 'byk', 'rakyat', 'jd', 'kl', 'demokrat', 'hengkang', 'dr', 'koalisi', 'anies', 'jd', 'telihat', 'kl', 'pikir', 'kelompok', 'rakyat', 'ubah', 'pasti', 'rakyat', 'tdk', 'simpati', 'kpd']",dr pdip demokrat tdk akur kl sambut rakyat capres anies sambut byk rakyat jd kl demokrat hengkang dr koalisi anies jd telihat kl pikir kelompok rakyat ubah pasti rakyat tdk simpati kpd,-1,negative
,"['sih', 'sbnrnya', 'org', 'bikin', 'partai', 'lolos', 'parlemen', 'aja', 'berani', '2', 'blng', 'megawati', 'keliru', 'pilih', 'untung', 'waktu', 'loe', 'mati', 'dasar', 'gelandang', 'politik', 'tau']",sih sbnrnya org bikin partai lolos parlemen aja berani 2 blng megawati keliru pilih untung waktu loe mati dasar gelandang politik tau,-16,negative
,"['salah', 'kader', 'baik', 'lanjut', 'senior', 'ny']",salah kader baik lanjut senior ny,-8,negative
,"['ganjar', 'pranowo', 'rakyat', 'gentar', 'keroyok', 'elit', 'partai']",ganjar pranowo rakyat gentar keroyok elit partai,-4,negative
,"['rambut', 'putih', 'sg', 'tk', 'pilih']",rambut putih sg tk pilih,-6,negative
,"['hindar', 'manusia', 'negara', 'pilih', 'pimpin', 'ganjapranowo', 'utk', 'lupa', 'partai', 'politik', 'nkri', 'lolos', 'hancur']",hindar manusia negara pilih pimpin ganjapranowo utk lupa partai politik nkri lolos hancur,-6,negative
,"['anies', 'dukung', 'rakyat', 'dukung', 'jokowi']",anies dukung rakyat dukung jokowi,8,positive
,"['sekolah', 'gratis', 'udah', 'mana', '2']",sekolah gratis udah mana 2,7,positive
,"['milik', 'lahan', 'kena', 'project', 'jalan', 'tol', 'kataraja', 'bantu', 'paktjahjanto', 'utk', 'memulihkanhakatastanah', 'sertifikat', 'nib', 'ilegal', 'mafiatanah', 'program', 'ptsl', '2018', 'kec', 'mauk', 'kab', 'tng']",milik lahan kena project jalan tol kataraja bantu paktjahjanto utk memulihkanhakatastanah sertifikat nib ilegal mafiatanah program ptsl 2018 kec mauk kab tng,-3,negative
,"['apa', 'bohong', 'sih', 'liatcke', 'jl', 'brotojoyo', 'semarang', 'sekolah', 'situ', 'diri', 'pati', 'amp', 'purbalingga', 'jg', 'kenapasih', 'daerah', 'lainprovinsi', 'bikin']",apa bohong sih liatcke jl brotojoyo semarang sekolah situ diri pati amp purbalingga jg kenapasih daerah lainprovinsi bikin,-11,negative
,"['assalamualaikum', 'wr', 'wb', 'perhati', 'puluh', 'tahun', 'dusun', 'kendal', 'desa', 'basuh', 'kec', 'eromoko', 'kab', 'wonogiri', 'telpon', 'operatur', 'internet', 'tolong', 'bts', 'bangun', 'sby', 'sekrg']",assalamualaikum wr wb perhati puluh tahun dusun kendal desa basuh kec eromoko kab wonogiri telpon operatur internet tolong bts bangun sby sekrg,4,positive
,"['smk', 'negeri', 'jateng', 'gagas', 'gubernur', 'jateng', 'ganjar', 'pranowo', 'sekolah', 'gratis', 'khusus', 'siswa', 'program', 'salah', 'entas', 'miskin', 'didik', 'program', 'apresiasi', 'dr', 'presiden', 'jokowi']",smk negeri jateng gagas gubernur jateng ganjar pranowo sekolah gratis khusus siswa program salah entas miskin didik program apresiasi dr presiden jokowi,6,positive
,"['cobain', 'aja', 'minum', '1ember', 'rodo', 'sakti', 'mlekek']",cobain aja minum 1ember rodo sakti mlekek,-2,negative
,"['bedah', 'rumah', 'kader']",bedah rumah kader,3,positive
,"['ubah', 'cepat', 'peta', 'politik', 'indonesia', 'pengaruh', 'dukung', 'ganjar', 'pranowo', 'pdip']",ubah cepat peta politik indonesia pengaruh dukung ganjar pranowo pdip,6,positive
,"['haru', 'bahagia', 'moga', 'sukses', 'dek']",haru bahagia moga sukses dek,7,positive
,"['tanggung', 'biadab', 'jahat', 'ham', 'amp', 'lingkung', 'desa', 'wadas']",tanggung biadab jahat ham amp lingkung desa wadas,-8,negative
,"['tim', 'amp', 'tim', 'ahy', 'mana', 'strategic', 'amp', 'populis']",tim amp tim ahy mana strategic amp populis,-8,negative
,"['rakyat', 'indinesia', 'butuh', 'ganjar', 'terus', 'bangun', 'presiden', 'jokowi', 'wadas', 'sakit', 'hati', 'gelintir', 'indonesia', 'maju']",rakyat indinesia butuh ganjar terus bangun presiden jokowi wadas sakit hati gelintir indonesia maju,-5,negative
,"['ganjar', 'pilih']",ganjar pilih,0,neutral
,"['wkwkwk', 'ga', 'sok', 'keras', 'bro', 'milu', 'kabinet', 'selamat', 'kalah', 'utk', 'tiga', 'kali', 'wkwkkw']",wkwkwk ga sok keras bro milu kabinet selamat kalah utk tiga kali wkwkkw,1,positive
,"['terima', 'kasih']",terima kasih,3,positive
,['gasssqenn'],gasssqenn,0,neutral
,"['mas', 'ganjar', 'pranowo', 'aja', 'pilih']",mas ganjar pranowo aja pilih,1,positive
,"['nama', 'citra']",nama citra,2,positive
,"['lemparlempar', 'sembako', 'tunjuktunjuk', 'asa', 'raja', 'presiden', 'emang', 'bener', 'sih', 'tingkat', 'otak', 'pengaruh']",lemparlempar sembako tunjuktunjuk asa raja presiden emang bener sih tingkat otak pengaruh,8,positive
,"['mari', 'nasionalis', 'loyalis', 'gus', 'dur', 'satu', 'langkah', 'kaki', 'yenny', 'wahid', 'khofifah', 'pijak', 'insha', 'allah', 'ganjar', 'pranowo', 'bangun', 'indonesia', 'lanjut', 'langkah', 'jokowi', 'merdeka']",mari nasionalis loyalis gus dur satu langkah kaki yenny wahid khofifah pijak insha allah ganjar pranowo bangun indonesia lanjut langkah jokowi merdeka,17,positive
,"['survei', 'roket']",survei roket,0,neutral
,"['status', 'gubernur', 'jalan', 'japara', 'bangsrikelet', 'rusak', 'parah', 'jepara', 'pabrik', 'expor', 'mebelhingga', 'pltupajak', 'motor', 'telat', 'sangsijadi', 'gubernur', 'peka', 'presidenkacau']",status gubernur jalan japara bangsrikelet rusak parah jepara pabrik expor mebelhingga pltupajak motor telat sangsijadi gubernur peka presidenkacau,-9,negative
,"['wkwkwk', 'makhluk', 'sampah', 'ngelesss', 'elo', 'nyalahin', 'gubernur', 'utk', 'masyarakat', 'kaga', 'hubung', 'eh', 'sekali', 'lgbt', 'elo', 'ngelesss', 'makhluk', 'sampah', 'emang', 'tokaiii', 'standar', 'ganda']",wkwkwk makhluk sampah ngelesss elo nyalahin gubernur utk masyarakat kaga hubung eh sekali lgbt elo ngelesss makhluk sampah emang tokaiii standar ganda,-11,negative
,"['pamit', 'rapat', 'paripurna', 'akhir', 'obrol', 'presiden', 'jokowi', 'ganjar', 'smkn', 'jateng', 'terobos', 'utk', 'tingkat', 'sdm', 'dlm', 'rangka', 'entas', 'miskin', 'realisasi', 'kerjasama', 'pemprov', 'jateng', 'dprd', 'ganjaruntuksemua']",pamit rapat paripurna akhir obrol presiden jokowi ganjar smkn jateng terobos utk tingkat sdm dlm rangka entas miskin realisasi kerjasama pemprov jateng dprd ganjaruntuksemua,2,positive
,"['ganjapranowo', 'presidenkarena', 'asli', 'jowosesuai', 'jangka', 'jayabayanotonegoro']",ganjapranowo presidenkarena asli jowosesuai jangka jayabayanotonegoro,5,positive
